,video_id,Input.video_id,Input.video_description,title,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,primary,secondary,video_url_tiktok,type,subtype,severity,HITId_A,HITId_B,AssignmentId_A,AssignmentId_B,WorkerId_A,WorkerId_B,SubmitTime_A,SubmitTime_B,note_A,note_B,severity_A,severity_B,body_A,body_B,sponsored_A,sponsored_B,type1_A,type1_B,subtype1_A,subtype1_B,type2_A,type2_B,subtype2_A,subtype2_B,filename,embedded_text,audio_class,whisper_transcription,HITId_B.1,HITId_B.2,AssignmentId_B.1,AssignmentId_B.2,WorkerId_B.1,WorkerId_B.2,SubmitTime_B.1,SubmitTime_B.2,note_B.1,note_B.2,severity_B.1,severity_B.2,body_B.1,body_B.2,sponsored_B.1,sponsored_B.2,type1_B.1,type1_B.2,subtype1_B.1,subtype1_B.2,type2_B.1,type2_B.2,subtype2_B.1,subtype2_B.2
9,7289197573980704006,7.289197573980704e+18,don't let me catch a hold of a scientific based lifter #motivation #gymaesthetics #gym #villain,@apexhumanbeing_video_7289197573980704006,2023-10-12T15:09:28,14.0,CA,2400000.0,82400.0,16800.0,18600000.0,don't let me catch a hold of a scientific based lifter #motivation #gymaesthetics #gym #villain ,False,,apexhumanbeing,ApexHumanBeing,837000.0,47.0,23100000.0,572.0,49900.0,False,Relationship to Exercise,Toxic Motivation,https://www.tiktok.com/@apexhumanbeing/video/7289197573980704006,Relationship to Body,Muscularity Self-objectification,3.5,3GVPRXWRQ23ON0YJ1AWLO2OJKFZ7IE,3GVPRXWRQ23ON0YJ1AWLO2OJKFZ7IE,3F6HPJW4JZ91PDJCAHO7HMBY5DMW2O,35USIKEBNDPZKKTZ5I9NBGFJS6O6NS,A3O0J1AOHUQBIN,AO4QIYIV7DQXJ,Thu Jul 17 08:54:57 PDT 2025,Sun Jul 20 16:21:45 PDT 2025,,,5.0,2.0,Yes,Yes,No,No,Relationship to Body,Relationship to Body,Muscularity Self-objectification,Muscularity Self-objectification,Not Applicable,Not Applicable,,,@apexhumanbeing_video_7289197573980704006.mp4,@apexhumanbeing,Music,,,,,,,,,,,,,,,,,,,,,,,,,
10,7233932621997215022,7.233932621997215e+18,Lil addiction now and then doesnt hurt  - #preworkout #gym #gymtok #caffeineaddict #fypviral,@g1burn_video_7233932621997215022,2023-05-16 16:53:13,5.0,US,1021.0,39.0,6.0,14500.0,Lil addiction now and then doesnt hurt  - #preworkout #gym #gymtok #caffeineaddict #fypviral,False,Pov: you like to feel your heartbeat behind your teeth,g1burn,G_Burn,39900.0,493.0,1800000.0,905.0,20200.0,False,Supplement Abuse,Legal APEDs,https://www.tiktok.com/@g1burn/video/7233932621997215022,Supplement Abuse,Legal APEDs,4.0,37M4O367W4RVWFARYWFGIBH4AIO5MD,37M4O367W4RVWFARYWFGIBH4AIO5MD,3LRLIPTPECIZZGKZYIYJZT01UU5KAN,3YT88D1N0U7ZFVLEP3J9CLMVOKJ3KG,A13G62T12BHUJV,A3VV4BDC7NDBXY,Thu Jul 17 14:55:34 PDT 2025,Wed Jul 23 14:27:57 PDT 2025,,,5.0,3.0,No,No,No,No,Relationship to Food,Supplement Abuse,Unsafe Food,Legal APEDs,Supplement Abuse,Not Applicable,Legal APEDs,,@g1burn_video_7233932621997215022.mp4,"Pov: you like to feel your
heartbeat behind your
teeth",Music,,,,,,,,,,,,,,,,,,,,,,,,,
11,7319159788208721195,,,,2024-01-01T15:58:30,8.0,US,7.0,0.0,0.0,293.0,#fypシ #foryoupage #bluecollar #depresion #depressionanxiety #happy ,False,,mikeymike9716,mikeymike971,,,,,,False,,,,Irrelevant,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,@mikeymike9716_video_7319159788208721195.mp4,"@mikeymike9716
us a video when you was depressed and sad, but no one knew.",Speech,"Show us a video when you was depressed and sad, but no one knew?",,,,,,,,,,,,,,,,,,,,,,,,
12,7378251028128484651,7.378251028128483e+18,But hey at least we got the gym  #gym #GymTok #therapy #fy #fyp #viral #gymtok #relatable #mentslhealth #lonely,@aesthetic.ramirez_video_7378251028128484651,2024-06-08T14:42:23,11.0,US,36.0,0.0,1.0,367.0,But hey at least we got the gym  #gym #GymTok #therapy #fy #fyp #viral #gymtok #relatable #mentslhealth #lonely ,False,I know loneliness exists because I exist and I'm full of it,aesthetic.ramirez,Jordan,1502.0,910.0,52400.0,498.0,69800.0,False,Relationship to Exercise,Maladaptive Coping,https://www.tiktok.com/@aesthetic.ramirez/video/7378251028128484651,Relationship to Exercise,Maladaptive Coping,3.0,3SSN80MU9XX98AUYJQLVVHGKE8VKXH,,35LDD5557WD01HTOVLOO8KV1OBIKMV,,A35IH09HYLCMS2,,Sun Jun 29 05:31:53 PDT 2025,,,,3.0,,No,,No,,Relationship to Exercise,,Maladaptive Coping,,Not Applicable,,,,@aesthetic.ramirez_video_7378251028128484651.mp4,"I know loneliness exists
because I exist and I'm full of
it",Music,,,,,,,,,,,,,,,,,,,,,,,,,
13,7415682953864432926,7.415682953864434e+18,gotta get leaner #model #physique #gym #lean #fyp #modeling,@greygreyson_video_7415682953864432926,2024-09-17T11:37:39,15.0,US,5674.0,217.0,87.0,123900.0,gotta get leaner #model #physique #gym #lean #fyp #modeling ,False,model physique >,greygreyson,Greyson,13800.0,482.0,1000000.0,356.0,16500.0,False,Body Dysmorphia,Lean Ideal Objectification,https://www.tiktok.com/@greygreyson/video/7415682953864432926,Relationship to Body,Leanness Self-objectification,3.5,3KG2UQJ0N4XQ7JEPUPIJT11VB4KNQ7,3KG2UQJ0N4XQ7JEPUPIJT11VB4KNQ7,3YGXWBAF7MQ2ETSUX47UY71TXBXC4O,3W2LOLRXLXORYX6G0TK5UJPBUYYKR0,A13G62T12BHUJV,A18BBY9H0VSNM2,Sun Jul 06 13:56:53 PDT 2025,Tue Jul 22 13:11:43 PDT 2025,,he's already so lean!,4.0,3.0,Yes,No,No,No,Relationship to Body,Relationship to Body,Leanness Self-objectification,Leanness Self-objectification,Not Applicable,Not Applicable,,,@greygreyson_video_7415682953864432926.mp4,model physique >,Music,,,,,,,,,,,,,,,,,,,,,,,,,
14,7319644904194313514,,,,2024-01-02T23:20:51,9.0,US,1.0,0.0,0.0,148.0,"📢 Hey there, amazing people! 🌟 I hope this message finds you well and filled with positive vibes! ✨ I wanted to take a moment to let you all know that I'm active on various social media platforms, and I would be absolutely delighted if you could join me in this exciting digital journey. 🌐✨ So, if you're craving even more incredible content, deeper insights, and engaging discussions, make sure to connect with me on my other social media platforms. 🤝📱💻 Link in bio ##mentalhealthmatters",False,,itspatnj,life_is_laughable_,,,,,,False,,,,Irrelevant,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,@itspatnj_video_7319644904194313514.mp4,@itspatnj,Music,,,,,,,,,,,,,,,,,,,,,,,,,
15,7253601238980332846,7.253601238980333e+18,#totalwar is literally insane drink with caution fr #preworkout #redcon #gnc #gnclivewel @GNC Live Well #supplements #drinkhaul #bevvygirl #caffeineaddict,@kiarashayyyfit_video_7253601238980332846,2023-07-08T16:57:40,59.0,US,71.0,2.0,3.0,1870.0,#totalwar is literally insane drink with caution fr #preworkout #redcon #gnc #gnclivewel @GNC Live Well #supplements #drinkhaul #bevvygirl #caffeineaddict ,False,,kiarashayyyfit,Kiara,55900.0,592.0,1300000.0,1026.0,4201.0,False,Supplement Abuse,Legal APEDs,https://www.tiktok.com/@kiarashayyyfit/video/7253601238980332846,Supplement Abuse,Legal APEDs,1.75,3XEIP58NMLW9XBCV58LH729ABC6LZY,3XEIP58NMLW9XBCV58LH729ABC6LZY,3MB8LZR5B12GVZB3V9N987GCO61LK3,354P56DE96CF4XZ9WOV1GOPLAGF7S3,A2Z16TCMV40TC5,A3VV4BDC7NDBXY,Sun Jul 06 16:49:18 PDT 2025,Sat Jul 19 12:04:51 PDT 2025,,,1.5,2.0,No,No,Yes,Yes,Supplement Abuse,Supplement Abuse,Legal APEDs,Legal APEDs,Not Applicable,Not Applicable,,,@kiarashayyyfit_video_7253601238980332846.mp4,"THkTok
@kiarashayyfit",Speech,"All right, we're gonna do a little baby GNC haul. It's the same product, all of it. But I got my favorite pre-workout in a bottle. These guys, I've told you guys about these before. Total war. I think they're rebranding because now some of them say Redcon. But you guys, this is like crack in a bottle. They're 365 milligrams. They're not carbonated, so I love them because I hate carbonation. The only thing is they are so freaking sweet, you guys. Like, it is ridiculous. And they're zero calories, I think, too. Pretty sure. It's zero calories, zero sugar, whatever. But you guys, 365 milligrams of caffeine. It's like crack in a bottle. I only drink these on my leg days because this will have you wired, like seeing colors, smelling colors. So I got every flavor that they had today. I got one, two, three, four, five, six. I got 10 of them. And I get them from GNC and they are so good. So good!",,,,,,,,,,,,,,,,,,,,,,,,
16,7393129878326889759,7.393129878326889e+18,If 220 people were in the room and told me they liked my gym content Id be pretty content with that   #gymmotivation #workoutmotivation #fitnessmotivation #motivation #entrepreneur #gymmemes #gymmotivacion #exercise #healthandwellness #positivevibes #gymtok #gymlife #gym #workout #fitness,@codya_fit_video_7393129878326889759,2024-07-18T16:59:55,4.0,US,8.0,0.0,2.0,50.0,If 220 people were in the room and told me they liked my gym content Id be pretty content with that   #gymmotivation #workoutmotivation #fitnessmotivation #motivation #entrepreneur #gymmemes #gymmotivacion #exercise #healthandwellness #positivevibes #gymtok #gymlife #gym #workout #fitness ,False,,codya_fit,codya_fit,48.0,44.0,1238.0,28.0,227.0,False,Body Dysmorphia,Muscular Ideal Objectification,https://www.tiktok.com/@codya_fit/video/7393129878326889759,Irrelevant,,1.0,3FHTJGYT989ZXFWO78QZ3C2O5ZXPG1,3WGZLY9VD2VBF3NGJ1NGB5413QPD8P,3X0H8UUITNXUUC0A4W3D84O237KSWM,3IHR8NYAMTAL8I1Y29T0I700WUCP4F,A35IH09HYLCMS2,A3U8GRQF795I9C,Tue Jul 15 18:53:10 PDT 2025,Sun Jul 06 22:42:07 PDT 2025,other = gym motivation,,1.0,1.0,No,Yes,No,No,Relationship to Exercise,Irrelevant,Other (please specify in Note),,Not Applicable,Not Applicable,,,@codya_fit_video_7393129878326889759.mp4,":
: “nobody cares about your gym content ”
codya_fit
223
followers
6
posts
280
following
Cody Allen
fitness | motivation | lifestyle
Follow along for more content!
www.tiktok.com/@codya_fit_?_t=8o7uUvjSu...
Edit profile
Share profile
+2
codya_
Why do you workout
so hard?
Come Train Chest With Me
Finished Product: Filthy Pump",Music,,,,,,,,,,,,,,,,,,,,,,,,,
17,7295534412853234975,7.295534412853235e+18,"Another week, another time to show how bad you really want IT!! @TrenTwins #trentwins #god #gym #mentality #bodybuilding #masculinity ",@just._jonathan01_video_7295534412853234975,2023-10-29T16:59:42,14.0,US,5.0,0.0,0.0,328.0,"Another week, another time to show how bad you really want IT!! @TrenTwins #trentwins #god #gym #mentality #bodybuilding #masculinity ",False,,just._jonathan01,Jonathan,37.0,10.0,2145.0,45.0,209.0,False,Body Dysmorphia,Muscular Ideal Objectification,https://www.tiktok.com/@just._jonathan01/video/7295534412853234975,Relationship to Body,Muscularity Self-objectification,3.25,3I6NF2WGJ15V45E5NTHL56X7EWCG5G,3I6NF2WGJ15V45E5NTHL56X7EWCG5G,33ISQZVXPBV59X59QJDCH5DHPOHCC4,3CFVK00FW7U9WKQET5T8YOBUNBML63,A2Z16TCMV40TC5,A3VV4BDC7NDBXY,Wed Jul 16 21:21:25 PDT 2025,Sat Jul 19 08:33:28 PDT 2025,,,4.0,2.5,No,Yes,No,No,Relationship to Masculinity,Relationship to Body,,Muscularity Self-objectification,Relationship to Body,Supplement Abuse,Muscularity Self-objectification,Anabolic Steroids,@just._jonathan01_video_7295534412853234975.mp4,"U NEED THIS
SHIT BRO
GET UP
CHAMPSM
CHAMPSM",Music,,,,,,,,,,,,,,,,,,,,,,,,,
18,7354113174502690054,7.35411317450269e+18,The best 4-day workout split  Follow me for more fitness tips & workouts :) Link to apply to my 1-on-1 coaching is in my bio   @gorillamind | code HUSSEIN for 10% off your supplements   @retaliationproject | code HUSSEIN #foryou #foryoupage #gymtips #gymtok #workout #workoutroutine,@hussein.fht_video_7354113174502690054,2024-04-04T13:35:09,23.0,CA,68800.0,3962.0,364.0,1600000.0,The best 4-day workout split  Follow me for more fitness tips & workouts :) Link to apply to my 1-on-1 coaching is in my bio   @gorillamind | code HUSSEIN for 10% off your supplements   @retaliationproject | code HUSSEIN #foryou #foryoupage #gymtips #gymtok #workout #workoutroutine ,False,The best 4 day workout split,hussein.fht,Hussein,1300000.0,48.0,36700000.0,532.0,3352.0,False,Relationship to Exercise,Exessive Exercise,https://www.tiktok.com/@hussein.fht/video/7354113174502690054,Relationship to Body,Muscularity Self-objectification,1.75,3R5OYNIC3XI32KIUR8P62VHDVMDPT4,3R5OYNIC3XI32KIUR8P62VHDVMDPT4,30X31N5D6PZXNZX73R7LQFRBBO6ASI,3WMINLGALXCHGI8B65HLBANTPLZCA5,A14KSDHZNRDIMS,A5JZIUZNCP13,Sun Jun 29 18:24:15 PDT 2025,Sat Jul 19 15:31:51 PDT 2025,,,1.5,2.0,Yes,Yes,Yes,Yes,Relationship to Body,Relationship to Body,Muscularity Self-objectification,Muscularity Self-objectification,Not Applicable,Not Applicable,,,@hussein.fht_video_7354113174502690054.mp4,"The best 4 day workout
split
Day 1
Chest/Biceps/Shoulders
Day 2
Back & Triceps
Day 3
Legs & Abs
Day 4
Shoulders & Arms",Music,,,,,,,,,,,,,,,,,,,,,,,,,
19,7428511812930342152,7.428511812930342e+18,Aggressice cutting was also one of the worst periods due to not being able to eat any cheat meals (at all). Was ultimately worth it and I look at it as a learning experience I can share with others. #diet #gymtok #bodybuilding #cutting,@ecobro_video_7428511812930342152,2024-10-22T01:19:52,47.0,AU,3016.0,86.0,53.0,61800.0,Aggressice cutting was also one of the worst periods due to not being able to eat any cheat meals (at all). Was ultimately worth it and I look at it as a learning experience I can share with others. #diet #gymtok #bodybuilding #cutting ,False,"Aggressive Cutting;155 Calories;95g of Salmon
1 serving of EAAS;250g Kangaroo Mince
1 Egg;330 Calories;250g Kangaroo Mince
2 eggs
1 bag of lettuce;415 Calories",ecobro,TheEcoBro,5368.0,51.0,233100.0,294.0,4206.0,False,Dysfunctional Eating,Restrictive Diet,https://www.tiktok.com/@ecobro/video/7428511812930342152,Relationship to Food,Rigid Food Rules,4.0,3TLFH2L6ZUX7ADHOPAEU6I9KKGT2TA,3TLFH2L6ZUX7ADHOPAEU6I9KKGT2TA,3PEIJLRY6F22QTM9Y6907C5UIMMXWZ,31EUONYN2HC2HV8C75H82XVNZ9IVOL,A3O0J1AOHUQBIN,AO4QIYIV7DQXJ,Wed Jul 16 10:20:22 PDT 2025,Sat Jul 19 11:00:19 PDT 2025,,,5.0,3.0,Yes,Yes,No,No,Relationship to Food,Relationship to Food,Rigid Food Rules,Rigid Food Rules,Relationship to Body,Not Applicable,Muscularity Self-objectification,,@ecobro_video_7428511812930342152.mp4,"Aggressive Cutting
Breakfast - 155 Cals
95g of Red Salmon
1 serving EAAs
Lunch - 330 Cals
250g of Kangaroo Mince
1 Large Egg
Aggressive Cut Meal Plan
1400 Calories, 200g Protein
Breakfast - 155 Cals
95g of Red Salmon
1 serving EAAs
Lunch - 330 Cals
250g of Kangaroo Mince
1 Large Egg
Pre-workout - 195 Cals
2 LCM Bars
1 serving EAAs
Post Workout - 185 Cals
Protein Shake
Dinner - 417 Cals
250g of Kangaroo Mince
2 Large Eggs
1 Mixed Leaf Bag
155 Calories
95g of Salmon
1 serving of EAAS
330 Calories
250g Kangaroo Mince
1 Egg
Aggressive Cut Meal Plan
1400 Calories, 200g Protein
Breakfast - 155 Cals
95g of Red Salmon
1 serving EAAs
Lunch - 330 Cals
250g of Kangaroo Mince
1 Large Egg
Pre-workout - 195 Cals
2 LCM Bars
1 serving EAAs
Post Workout - 185 Cals
Protein Shake
Dinner - 417 Cals
250g of Kangaroo Mince
2 Large Eggs
1 Mixed Leaf Bag
415 Calories
250g Kangaroo Mince
2 eggs
1 bag of lettuce
Aggressive Cut Meal Plan
1400 Calories, 200g Protein
Breakfast - 155 Cals
95g of Red Salmon
1 serving EAAs
Lunch - 330 Cals
250g of Kangaroo Mince
1 Large Egg
Pre-workout - 195 Cals
2 LCM Bars
1 serving EAAs
Post Workout - 185 Cals
Protein Shake
Dinner - 417 Cals
250g of Kangaroo Mince
2 Large Eggs
1 Mixed Leaf Bag",Speech,"If I had one month left to live and I had to cut down into the best shape of my life, this would be my degenerate diet. Straight up, 1400 calories, 200 grams of protein. Meal number one, 95 grams of salmon and one serving of EAAs, around 155 calories. Meal number two is 250 grams of kangaroo and one egg, this is around like 330 calories. Pre-workout was two LCM bars and another serving of EAAs, 195 calories. Post-workout, protein shake, 185. And finally we get to dinner. Dinner was 250 grams of kangaroo mince, two eggs and one thing of mixed leaf lettuce, that was 415 calories. This diet made me lose eight kilos in four weeks which is ridiculous, getting me down to the leanest I've ever been. But I also added around 10,000 to 20,000 steps every single day of those four weeks. So losing a lot of fat in a short period of time is possible.",,,,,,,,,,,,,,,,,,,,,,,,
